Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 8,Question 9,Question 10,Question 11,Question 12,Question 13,Question 14,Question 15,Question 16,Question 17,Question 18,Question 19,Question 20,Question 21,Question 22,Question 23,Question 24,Question 25,Question 26,Question 27,Question 28,Question 29,Question 30,Question 31,Question 32,Question 33,Question 34,Question 48,Question 49,Question 50,Question 51,Question 52,Question 53,Question 54,Question 55,Question 56,Question 57,Question 58,Question 59,Question 60,Question 61,Question 62,Question 63,Question 64,Question 65,Question 66,Question 67,Question 68,Question 69,Question 70,Question 71,Question 72,Question 73,Question 74,Question 75,Question 76,Question 77,Question 78,Question 79,Question 80,Question 81,Question 82,Question 83,Question 84,Question 85,Question 86,Question 87,Question 88,Question 89,Question 90,Question 91,Question 92,Question 93,Question 94,Question 95,Question 96,Question 97,Question 98,Question 99,Question 100,Question 101,Question 102,Question 103,Question 104,Question 105,Question 106,Question 107,Question 108,Question 109,Question 110,Question 111,Question 112,Question 113,Question 114,Question 115,Question 116,Question 117,Question 118
31,Male,United States of America,California,No,I don't know,No,500-1000,Yes,I don't know,I don't know,Yes,nan,I am not sure,No,Yes,Neither easy nor difficult,No,Yes,nan,nan,Yes,I don't know,N/A (not currently aware),I don't know,"Yes, they all did",I don't know,"Yes, at all of my previous employers",Yes,Somewhat open,nan,No,No,No,Not applicable to me,Not applicable to me,United States of America,California,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,None of them,None of them,"No, at none of my previous employers",I don't know,None of them,Maybe,Maybe,nan,nan,Back-end Developer,Sometimes
54,Male,United States of America,Idaho,No,Yes,Yes,6-25,Yes,No,No,No,nan,No,No,No,Somewhat difficult,No,No,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,No,"No, at none of my previous employers",No,Somewhat open,Yes,Yes,Yes,Yes,Rarely,Often,United States of America,Virginia,nan,nan,nan,nan,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,No,nan,nan,Some of them,Some of them,"No, at none of my previous employers",None did,Some of them,"Yes, I think it would","Yes, I think they would","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,Back-end Developer,Sometimes
33,Male,Germany,nan,No,Yes,No,500-1000,Yes,I don't know,I don't know,Maybe,nan,No,No,No,Somewhat easy,No,Maybe,nan,nan,Yes,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,Maybe,Neutral,nan,No,No,No,Not applicable to me,Not applicable to me,Germany,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,None of them,None of them,"No, at none of my previous employers",I don't know,None of them,Maybe,Maybe,nan,nan,Back-end Developer,Sometimes
29,Male,Netherlands,nan,No,No,No,6-25,Yes,No,No,Maybe,nan,No,No,No,I don't know,No,No,nan,nan,Yes,I don't know,N/A (not currently aware),"Yes, they all did",None did,I don't know,"Yes, at all of my previous employers",Maybe,Not applicable to me (I do not have a mental illness),Yes,No,No,No,Not applicable to me,Not applicable to me,Netherlands,nan,nan,nan,nan,nan,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,Yes,nan,nan,None of them,None of them,"Yes, at all of my previous employers","Yes, they all did",None of them,"Yes, I think it would",Maybe,nan,nan,Back-end Developer,Never
26,Other,United Kingdom,nan,No,I don't know,Yes,26-100,Yes,I don't know,I don't know,No,nan,I am not sure,No,I don't know,I don't know,Maybe,Maybe,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,"No, at none of my previous employers",Yes,Not applicable to me (I do not have a mental illness),Maybe,Yes,Maybe,Yes,Rarely,Sometimes,United Kingdom,nan,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,Some of them,None of them,"No, at none of my previous employers",None did,None of them,Maybe,"No, I don't think they would",nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",DevOps/SysAdmin,Sometimes
26,Male,United Kingdom,nan,No,Yes,No,26-100,Yes,I don't know,I don't know,No,nan,No,Yes,I don't know,Somewhat easy,Yes,Yes,nan,nan,No,nan,nan,nan,nan,nan,nan,Maybe,Somewhat open,nan,Maybe,Maybe,No,Rarely,Sometimes,United Kingdom,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,nan,nan,nan,nan,nan,Maybe,Maybe,nan,Addictive Disorder,Back-end Developer,Never
34,Male,United Kingdom,nan,Yes,I don't know,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,Yes,"Yes, I know several",Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,"No, at none of my previous employers",No,Somewhat not open,Maybe,Maybe,Yes,No,Not applicable to me,Not applicable to me,United Kingdom,nan,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,51-75%,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Not applicable to me,"Yes, all of them",Some of them,"No, at none of my previous employers",None did,Some of them,"Yes, I think it would","Yes, I think they would",nan,nan,One-person shop,Sometimes
38,Female,United States of America,New York,No,Yes,Yes,100-500,Yes,I don't know,I don't know,No,nan,No,No,No,I don't know,No,No,nan,nan,Yes,Some did,I was aware of some,Some did,Some did,I don't know,"No, at none of my previous employers",No,Somewhat open,nan,Yes,Maybe,Yes,Never,Never,United States of America,New Jersey,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,No,nan,nan,"Yes, all of them","Yes, all of them","No, at none of my previous employers",I don't know,None of them,"Yes, I think it would","Yes, I think they would",nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Back-end Developer,Sometimes
30,Male,United Kingdom,nan,No,Yes,Yes,100-500,Yes,No,I don't know,No,nan,No,No,No,Very easy,Maybe,Maybe,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of my previous employers,Maybe,Somewhat open,nan,Yes,Yes,Yes,Sometimes,Often,United Kingdom,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,Some of them,Some of them,Some of my previous employers,None did,None of them,"No, I don't think it would","No, I don't think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Back-end Developer,Sometimes
34,Male,United Kingdom,nan,Yes,Yes,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,Yes,"No, I don't know any",Yes,"No, none did",N/A (not currently aware),None did,None did,No,"No, at none of my previous employers",Maybe,Not open at all,Yes,Yes,Yes,Yes,Sometimes,Often,United Kingdom,nan,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,26-50%,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,I'm not sure,"Yes, all of them",None of them,Some of my previous employers,None did,Some of them,"Yes, I think it would","Yes, I think they would","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,Front-end Developer,Sometimes
47,Female,Australia,nan,No,Yes,Yes,More than 1000,Yes,Yes,Yes,Maybe,nan,I am not sure,No,No,Very easy,Maybe,Maybe,nan,nan,Yes,Some did,I was aware of some,Some did,"Yes, they all did","Yes, always",Some of my previous employers,Maybe,Very open,Yes,Yes,Yes,Yes,Rarely,Sometimes,Australia,nan,nan,nan,nan,nan,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,Some of them,Some of them,Some of my previous employers,Some did,Some of them,Maybe,Maybe,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Support,Sometimes
33,Female,Switzerland,nan,No,Yes,Yes,100-500,No,Yes,I don't know,Yes,Yes,I am not sure,Yes,Yes,Very easy,Yes,Yes,nan,nan,Yes,"No, none did",I was aware of some,None did,None did,No,Some of my previous employers,Yes,Very open,No,Maybe,No,Yes,Not applicable to me,Not applicable to me,Switzerland,nan,nan,nan,nan,nan,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,"Yes, all of them","Yes, all of them",Some of my previous employers,None did,"Yes, all of them",Maybe,"No, I don't think they would",nan,nan,Back-end Developer,Sometimes
22,Male,United Kingdom,nan,No,No,No,More than 1000,No,I don't know,I don't know,No,Yes,nan,No,No,Neither easy nor difficult,Maybe,Maybe,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of my previous employers,No,Neutral,nan,No,No,No,Not applicable to me,Not applicable to me,United Kingdom,nan,nan,nan,nan,nan,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,Some of them,Some of them,Some of my previous employers,I don't know,Some of them,Maybe,Maybe,nan,nan,Front-end Developer,Sometimes
28,Other,United Kingdom,nan,No,I don't know,Yes,6-25,Yes,Not eligible for coverage / NA,No,Maybe,nan,nan,No,No,Somewhat difficult,No,Yes,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,"No, at none of my previous employers",Maybe,Not applicable to me (I do not have a mental illness),Maybe,Yes,Maybe,No,Not applicable to me,Not applicable to me,United Kingdom,nan,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,Some of them,Some of them,"No, at none of my previous employers",None did,None of them,Maybe,"No, I don't think they would",nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",Front-end Developer,Never
31,Male,United Kingdom,nan,No,Yes,Yes,500-1000,Yes,Yes,Yes,Maybe,nan,Yes,Yes,Yes,Somewhat easy,Yes,Yes,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,Maybe,Very open,Yes,Yes,Yes,Yes,Sometimes,Often,United Kingdom,nan,nan,nan,nan,nan,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,"Yes, all of them","Yes, all of them",Some of my previous employers,None did,Some of them,"Yes, I think it would",Maybe,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Support,Always
24,nan,United Kingdom,nan,No,Yes,Yes,More than 1000,No,Not eligible for coverage / NA,I don't know,Maybe,Yes,nan,No,No,Somewhat easy,Yes,Yes,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,"No, at none of my previous employers",Maybe,Somewhat open,No,Yes,Yes,Yes,Sometimes,Sometimes,United Kingdom,nan,nan,nan,nan,nan,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,Some of them,"No, at none of my previous employers",I don't know,"Yes, all of them","No, I don't think it would","No, they do not","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,Back-end Developer,Sometimes
56,Male,Australia,nan,No,No,No,1-5,No,No,I don't know,Maybe,Yes,I am not sure,No,No,Very difficult,Maybe,Maybe,nan,nan,No,nan,nan,nan,nan,nan,nan,Yes,Neutral,Yes,Maybe,No,Yes,Sometimes,Sometimes,Australia,nan,nan,nan,nan,nan,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,Yes,nan,nan,nan,nan,nan,nan,nan,"Yes, I think it would","Yes, I think they would",nan,nan,DevOps/SysAdmin,Sometimes
57,Female,Australia,nan,Yes,Yes,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,Yes,I know some,Yes,"No, none did","Yes, I was aware of all of them",None did,None did,I don't know,"No, at none of my previous employers",Maybe,Very open,Yes,Yes,Yes,Yes,Often,Often,Australia,nan,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,51-75%,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Not applicable to me,"Yes, all of them",None of them,"No, at none of my previous employers",None did,Some of them,"Yes, I think it would","No, I don't think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Back-end Developer,Always
39,Male,Spain,nan,No,No,No,100-500,Yes,I don't know,Yes,Maybe,nan,I am not sure,No,I don't know,I don't know,Maybe,Maybe,nan,nan,Yes,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of my previous employers,Maybe,Not applicable to me (I do not have a mental illness),nan,No,No,No,Not applicable to me,Not applicable to me,United States of America,New York,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,I don't know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,I don't know,None of them,Some of my previous employers,I don't know,None of them,Maybe,Maybe,nan,nan,Back-end Developer,Always
21,Male,United Kingdom,nan,No,Yes,Yes,1-5,Yes,No,I don't know,Maybe,nan,No,I don't know,No,Somewhat difficult,Maybe,Maybe,nan,nan,Yes,Some did,N/A (not currently aware),None did,None did,"Yes, always",Some of my previous employers,Maybe,Somewhat not open,nan,Yes,No,Yes,Sometimes,Often,United Kingdom,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,Some of them,None of them,Some of my previous employers,Some did,Some of them,"Yes, I think it would","No, I don't think they would",nan,nan,DevOps/SysAdmin,Never
31,Female,Russia,nan,No,No,No,500-1000,Yes,I don't know,I don't know,No,nan,No,No,I don't know,Very easy,Maybe,Maybe,nan,nan,Yes,"No, none did","No, I only became aware later",None did,None did,I don't know,Some of my previous employers,No,Very open,No,No,No,No,Not applicable to me,Not applicable to me,Russia,nan,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,Some of them,Some of them,Some of my previous employers,I don't know,None of them,"Yes, I think it would",Maybe,nan,nan,Dev Evangelist/Advocate,Sometimes
63,Male,Canada,nan,Yes,No,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,Yes,"No, I don't know any",Yes,"Yes, they all did","Yes, I was aware of all of them",None did,None did,"Yes, always",Some of my previous employers,Maybe,Neutral,Maybe,Yes,Yes,Yes,Often,Often,United States of America,New York,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,51-75%,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,I'm not sure,I'm not sure,"Yes, all of them",Some of them,Some of my previous employers,None did,Some of them,"Yes, I think it would","Yes, I think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,DevOps/SysAdmin,Always
46,Male,Australia,nan,Yes,Yes,Yes,nan,nan,nan,nan,Maybe,nan,nan,nan,nan,nan,nan,nan,No,I know some,Yes,"No, none did",N/A (not currently aware),None did,None did,I don't know,Some of my previous employers,Yes,Somewhat open,nan,Yes,Yes,Yes,Often,Often,Australia,nan,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,51-75%,"Yes, I observed",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,I'm not sure,Yes,Some of them,Some of them,Some of my previous employers,Some did,Some of them,"Yes, it has",Maybe,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Designer,Always
32,Female,United Kingdom,nan,No,Yes,Yes,6-25,Yes,I don't know,I don't know,No,nan,No,No,Yes,Neither easy nor difficult,No,Maybe,nan,nan,Yes,Some did,I was aware of some,Some did,Some did,Sometimes,Some of my previous employers,No,Somewhat open,No,Yes,Yes,Yes,Rarely,Often,United Kingdom,nan,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,I don't know,None of them,Some of my previous employers,Some did,Some of them,"Yes, I think it would","Yes, I think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Back-end Developer,Never
35,Male,United Kingdom,nan,Yes,Yes,Yes,nan,nan,nan,nan,Maybe,nan,nan,nan,nan,nan,nan,nan,No,"Yes, I know several",Yes,"No, none did","No, I only became aware later",None did,None did,I don't know,Some of my previous employers,Maybe,Very open,No,Yes,Yes,Yes,Sometimes,Sometimes,United Kingdom,nan,"No, because it doesn't matter","Sometimes, if it comes up",Yes,1-25%,"Yes, I experienced",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,I'm not sure,I'm not sure,Some of them,Some of them,Some of my previous employers,None did,"Yes, all of them","Yes, it has",Maybe,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,One-person shop,Sometimes
34,Male,United Kingdom,nan,No,No,No,100-500,Yes,Yes,I don't know,No,nan,I am not sure,Yes,No,Very easy,Maybe,Maybe,nan,nan,Yes,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did",Some did,Sometimes,"Yes, at all of my previous employers",No,Somewhat open,nan,No,No,No,Not applicable to me,Not applicable to me,United Kingdom,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,"Yes, all of them",Some of them,"Yes, at all of my previous employers","Yes, they all did",None of them,Maybe,Maybe,nan,nan,Supervisor/Team Lead,Sometimes
35,Male,United States of America,Illinois,No,Yes,Yes,6-25,Yes,Not eligible for coverage / NA,I don't know,No,nan,nan,No,No,Neither easy nor difficult,Maybe,Maybe,nan,nan,Yes,"Yes, they all did",N/A (not currently aware),None did,None did,No,"No, at none of my previous employers",Maybe,Not open at all,nan,Yes,Yes,Yes,Never,Rarely,United States of America,Illinois,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Maybe,No,nan,nan,"Yes, all of them","Yes, all of them","No, at none of my previous employers",None did,None of them,Maybe,"No, I don't think they would","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,Supervisor/Team Lead,Always
31,Male,Norway,nan,No,No,No,26-100,Yes,No,Yes,No,nan,I am not sure,Yes,No,Very easy,Maybe,Yes,nan,nan,Yes,"No, none did",N/A (not currently aware),None did,Some did,"Yes, always",Some of my previous employers,Maybe,Somewhat open,No,No,No,No,Not applicable to me,Not applicable to me,Norway,nan,nan,nan,nan,nan,Maybe/Not sure,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,No,nan,nan,Some of them,None of them,Some of my previous employers,None did,Some of them,Maybe,Maybe,nan,nan,Executive Leadership,Sometimes
35,Female,United States of America,Washington,Yes,Yes,Yes,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,Yes,I know some,Yes,I don't know,N/A (not currently aware),None did,None did,I don't know,"No, at none of my previous employers",Yes,Somewhat open,nan,Yes,Yes,Yes,Rarely,Sometimes,United States of America,Washington,"No, because it would impact me negatively","Sometimes, if it comes up",Yes,1-25%,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,"Yes, all of them",Some of them,Some of my previous employers,I don't know,Some of them,"Yes, I think it would","Yes, I think they would","Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,Back-end Developer,Always
